feature_path,label,similarity
/home/user/prognosis_lst/feature/lung1/train/00d69fc44959e3a78d1951fe7f1bc56d.pt,0,0.921444296836853
/home/user/prognosis_lst/feature/lung1/train/014915e1e43272158df5c35874702f87.pt,0,0.6999751329421997
/home/user/prognosis_lst/feature/lung1/train/015baabcf7df204692c9c1d6157131ea.pt,0,0.8657559156417847
/home/user/prognosis_lst/feature/lung1/train/02662fd8a72674afb1cd8268715ddd48.pt,0,0.634283721446991
/home/user/prognosis_lst/feature/lung1/train/06ac04c33df9695fc4d86780ded5ccc4.pt,0,0.7872664928436279
/home/user/prognosis_lst/feature/lung1/train/079a2b81724641708d781abadd99a3bd.pt,0,0.8318122029304504
/home/user/prognosis_lst/feature/lung1/train/09e7d2c20af2e9aea3663bc7b96c1bfc.pt,0,0.5105037093162537
/home/user/prognosis_lst/feature/lung1/train/0a0c0bce0b7ed1c92f80403c4a58291e.pt,0,0.6724691390991211
/home/user/prognosis_lst/feature/lung1/train/0a1eab6a4b39a1a0776a9429ab2167c0.pt,0,0.8933607339859009
/home/user/prognosis_lst/feature/lung1/train/0b3f9c3d8d3a857f0666c11d41e80fc8.pt,0,0.43856656551361084
/home/user/prognosis_lst/feature/lung1/train/0c1043d2e47cacf8fa9caaf58c48e029.pt,0,0.733601450920105
/home/user/prognosis_lst/feature/lung1/train/0cbe31383f2a5c12c3e946dca70ae6fb.pt,0,0.6767096519470215
/home/user/prognosis_lst/feature/lung1/train/11b89d39113354f345b53bb5463b9690.pt,0,0.6245700716972351
/home/user/prognosis_lst/feature/lung1/train/16951371d94a50f86f365c90f026fa3a.pt,0,0.746636688709259
/home/user/prognosis_lst/feature/lung1/train/170c987b1123e958fcc7ac5efadab852.pt,0,0.2879188358783722
/home/user/prognosis_lst/feature/lung1/train/17502ceb579f1eb0ffcdb068c10837db.pt,0,0.6598867774009705
/home/user/prognosis_lst/feature/lung1/train/17628c0fe4daa2ed63991f85081a51c6.pt,0,0.8755438327789307
/home/user/prognosis_lst/feature/lung1/train/1869516c129fcf609acabf10525c9b13.pt,0,0.35912811756134033
/home/user/prognosis_lst/feature/lung1/train/19544c81be853d7f24fd118276c28e58.pt,0,0.7291192412376404
/home/user/prognosis_lst/feature/lung1/train/19fae6c080bcc9c6a5ce311ad8fd473b.pt,0,0.7046635746955872
/home/user/prognosis_lst/feature/lung1/train/1a568abde5e3932ba7fd71f18e2f2611.pt,0,0.8140286803245544
/home/user/prognosis_lst/feature/lung1/train/1aaf953dffdc20777c59dafec8b4ffc0.pt,0,0.7545831799507141
/home/user/prognosis_lst/feature/lung1/train/1ac06274865e9f0194c12fbce3011afc.pt,0,0.6718146800994873
/home/user/prognosis_lst/feature/lung1/train/1adfe3d6d1c0b380059c251cda75f020.pt,0,0.1972600519657135
/home/user/prognosis_lst/feature/lung1/train/1bf41dc8df33ca8995d320fc4091c271.pt,0,0.9384059906005859
/home/user/prognosis_lst/feature/lung1/train/1c325e3ff3a4e8ddcd22d1f85db8c1ee.pt,0,0.4955504238605499
/home/user/prognosis_lst/feature/lung1/train/1cff8352a2bb7ff5046a020196bb0c94.pt,0,0.8324905037879944
/home/user/prognosis_lst/feature/lung1/train/1f0d595de635e5efe2c9a6d80a87dfa9.pt,0,0.7512015700340271
/home/user/prognosis_lst/feature/lung1/train/1fbfd3061d64fef0771bfe3f9fc5957a.pt,0,0.8176879286766052
/home/user/prognosis_lst/feature/lung1/train/20f0e8ed096860e534fea5858a86339b.pt,0,0.5679340362548828
/home/user/prognosis_lst/feature/lung1/train/2199d303998a45c3595256bab8e33505.pt,0,0.8751436471939087
/home/user/prognosis_lst/feature/lung1/train/226aa4c9c1678b10fecb36aa866b9f2e.pt,0,0.48030340671539307
/home/user/prognosis_lst/feature/lung1/train/228727c5d5c629c5be96542c9837c295.pt,0,0.7312130928039551
/home/user/prognosis_lst/feature/lung1/train/249b008f332eb6b1bae25261fc8f3209.pt,0,0.6870459914207458
/home/user/prognosis_lst/feature/lung1/train/25055bb64380f4bc2a95d32311f3ddf3.pt,0,0.5258148908615112
/home/user/prognosis_lst/feature/lung1/train/259f8b1a0eef0f05db753b0bff618415.pt,0,0.43066632747650146
/home/user/prognosis_lst/feature/lung1/train/25bd56cfd966fd6e67036373c28e5434.pt,0,0.7100037336349487
/home/user/prognosis_lst/feature/lung1/train/27171873c8fccef01cd751f1470ef303.pt,0,0.7794846892356873
/home/user/prognosis_lst/feature/lung1/train/278488511f95063e1952c57e7997ccf0.pt,0,0.8936101794242859
/home/user/prognosis_lst/feature/lung1/train/29cc2d48651336fdd9b5e82da8d2875f.pt,0,0.6979374885559082
/home/user/prognosis_lst/feature/lung1/train/2a99c7da81d13259451dcc99cc328c73.pt,0,0.5455936789512634
/home/user/prognosis_lst/feature/lung1/train/2bf19b5adf65fa694d020de334eb2783.pt,0,0.7541441917419434
/home/user/prognosis_lst/feature/lung1/train/2d5b40915507a952abf010003316808b.pt,0,0.6539279818534851
/home/user/prognosis_lst/feature/lung1/train/31ae050e31b45e073dc7114b4ebfce48.pt,0,0.8147096633911133
/home/user/prognosis_lst/feature/lung1/train/36850ab33bf8865843bfe376caeec775.pt,0,0.6583267450332642
/home/user/prognosis_lst/feature/lung1/train/38384cbcf6a4ab20dcbc7ba63e1ca4fe.pt,0,0.8757659792900085
/home/user/prognosis_lst/feature/lung1/train/38bbecffa32cc6c1c1d3919e0f3961ab.pt,0,0.8199479579925537
/home/user/prognosis_lst/feature/lung1/train/3ff78a6ac133ca3c0295d161aeeccdae.pt,0,0.6766694188117981
/home/user/prognosis_lst/feature/lung1/train/427345fdebf25a69028529fb3b36086d.pt,0,0.3498273193836212
/home/user/prognosis_lst/feature/lung1/train/42b3104641159a7ff7c8573ddc5e0148.pt,0,0.6044384837150574
/home/user/prognosis_lst/feature/lung1/train/46c04fac3670cb9851a2d6bfc66f1d10.pt,0,0.7084925174713135
/home/user/prognosis_lst/feature/lung1/train/48e5e50819e45ddabbcc5857e45f2521.pt,0,0.620627224445343
/home/user/prognosis_lst/feature/lung1/train/49e3b0886ec4220653a8fcfa77bcc2f5.pt,0,0.5525612831115723
/home/user/prognosis_lst/feature/lung1/train/4c7ccdd4eb5f1b74b64e3013efc5539b.pt,0,0.4679156243801117
/home/user/prognosis_lst/feature/lung1/train/4efcaf6a79fffd3aa4f29c389eabded4.pt,0,0.6573828458786011
/home/user/prognosis_lst/feature/lung1/train/52f185f0eaf3464ee8b84eef26d1a9bb.pt,0,0.7838423252105713
/home/user/prognosis_lst/feature/lung1/train/53458f9ad6c5b4a6bf7c9438f1c44b06.pt,0,0.782787561416626
/home/user/prognosis_lst/feature/lung1/train/54ac8c64b76b8f79794b9d273bd5c49a.pt,0,0.29219940304756165
/home/user/prognosis_lst/feature/lung1/train/54e649dcc231fd8a15fbc91c95dcc9f9.pt,0,0.6736586093902588
/home/user/prognosis_lst/feature/lung1/train/58d793df61c57a647c3c53408b14ce27.pt,0,0.7809821963310242
/home/user/prognosis_lst/feature/lung1/train/59a3d46171680374d1d5c15780ce0408.pt,0,0.8479224443435669
/home/user/prognosis_lst/feature/lung1/train/5a32353cbe53b8c58481d53fad5fb0b7.pt,0,0.7837893962860107
/home/user/prognosis_lst/feature/lung1/train/5b8e233ce6e63ecd4f05b872e8ec1b4a.pt,0,0.820353627204895
/home/user/prognosis_lst/feature/lung1/train/602b8aa361b0227b4892ed4188f25b0a.pt,0,0.7866840362548828
/home/user/prognosis_lst/feature/lung1/train/653eb4a780ec135983f389b00afd8357.pt,0,0.5333532691001892
/home/user/prognosis_lst/feature/lung1/train/678b6fe81ed86786961b3e5f683d40b2.pt,0,0.8744521141052246
/home/user/prognosis_lst/feature/lung1/train/68c026bd9483c254133ba358e96ab613.pt,0,0.7667727470397949
/home/user/prognosis_lst/feature/lung1/train/690c042c5b3cf0c499271c41737d452c.pt,0,0.5916478633880615
